Time (s),Processed X Mag,Processed Y Mag,Processed Z Mag,,
30.50490704,0.235901059,-0.173339976,-0.625916005,,30.51
30.5690594,0.233154475,-0.17608656,-0.628662589,,30.57
30.6300055,0.241089051,-0.159912231,-0.620728013,,30.64
30.6918275,0.246582219,-0.168151984,-0.620728013,,30.7
30.75388298,0.246582219,-0.17608656,-0.623169421,,30.76
30.81713218,0.243835635,-0.17608656,-0.620728013,,30.82
30.87894391,0.235901059,-0.17608656,-0.615234844,,30.88
30.94182654,0.243835635,-0.184326313,-0.644836918,,30.95
31.00384096,0.252075388,-0.1654054,-0.61248826,,31.01
31.06584384,0.233154475,-0.17608656,-0.623169421,,31.07
31.12883262,0.241089051,-0.184326313,-0.623169421,,31.13
31.19092659,0.252075388,-0.173339976,-0.623169421,,31.2
31.25385219,0.241089051,-0.184326313,-0.623169421,,31.26
31.31701544,0.235901059,-0.178833144,-0.617981429,,31.32
31.37798367,0.241089051,-0.170593392,-0.617981429,,31.38
31.4412842,0.233154475,-0.168151984,-0.636902341,,31.45
31.50295353,0.233154475,-0.181579728,-0.625916005,,31.51
31.56687913,0.235901059,-0.178833144,-0.623169421,,31.57
31.62991795,0.235901059,-0.178833144,-0.623169421,,31.63
31.68985057,0.235901059,-0.168151984,-0.620728013,,31.69
31.75287174,0.230407891,-0.184326313,-0.623169421,,31.76
31.81603692,0.230407891,-0.17608656,-0.64239551,,31.82
31.88002346,0.238342467,-0.187072897,-0.609741676,,31.89
31.94086245,0.238342467,-0.184326313,-0.631409173,,31.95
32.00209848,0.235901059,-0.173339976,-0.623169421,,32.01
32.06589131,0.233154475,-0.178833144,-0.639648926,,32.07
32.12889228,0.238342467,-0.168151984,-0.61248826,,32.13
32.18986949,0.241089051,-0.173339976,-0.623169421,,32.19
32.25188552,0.243835635,-0.187072897,-0.625916005,,32.26
32.31408404,0.238342467,-0.187072897,-0.636902341,,32.32
32.37800741,0.235901059,-0.181579728,-0.639648926,,32.38
32.44045385,0.243835635,-0.170593392,-0.623169421,,32.45
32.50210105,0.235901059,-0.187072897,-0.625916005,,32.51
32.56393491,0.243835635,-0.178833144,-0.617981429,,32.57
32.62590604,0.252075388,-0.1654054,-0.620728013,,32.63
32.68891118,0.241089051,-0.168151984,-0.634155757,,32.69
32.75091919,0.246582219,-0.178833144,-0.623169421,,32.76
32.81499265,0.233154475,-0.173339976,-0.615234844,,32.82
32.87703049,0.241089051,-0.178833144,-0.623169421,,32.88
32.93790347,0.246582219,-0.173339976,-0.628662589,,32.94
33.00300388,0.238342467,-0.181579728,-0.620728013,,33.01
33.06307088,0.246582219,-0.17608656,-0.625916005,,33.07
33.12720657,0.241089051,-0.181579728,-0.628662589,,33.13
33.18894068,0.238342467,-0.173339976,-0.639648926,,33.19
33.2499195,0.254821972,-0.170593392,-0.631409173,,33.25
33.31415749,0.241089051,-0.187072897,-0.631409173,,33.32
33.37490763,0.227661307,-0.17608656,-0.623169421,,33.38
33.43798237,0.243835635,-0.168151984,-0.628662589,,33.44
33.50207731,0.246582219,-0.181579728,-0.625916005,,33.51
33.56202661,0.230407891,-0.17608656,-0.623169421,,33.57
33.62531335,0.241089051,-0.187072897,-0.623169421,,33.63
33.6869955,0.238342467,-0.173339976,-0.609741676,,33.69
