Time (s),Processed X Mag,Processed Y Mag,Processed Z Mag,,Time(s)
420.4721145,0.219421554,-0.211486978,-0.593567347,,420.48
420.5323387,0.235901059,-0.208740394,-0.609741676,,420.54
420.5949625,0.224914722,-0.203247225,-0.593567347,,420.6
420.6582367,0.21667497,-0.224914722,-0.609741676,,420.66
420.7211713,0.21667497,-0.219421554,-0.615234844,,420.73
420.7820279,0.21667497,-0.21667497,-0.601501924,,420.79
420.8450632,0.224914722,-0.200500641,-0.609741676,,420.85
420.907025,0.222168138,-0.20599381,-0.599060516,,420.91
420.9701937,0.227661307,-0.208740394,-0.615234844,,420.98
421.0340376,0.227661307,-0.211486978,-0.599060516,,421.04
421.0940965,0.224914722,-0.203247225,-0.601501924,,421.1
421.1571001,0.214233562,-0.222168138,-0.596313932,,421.16
421.2190876,0.230407891,-0.211486978,-0.601501924,,421.22
421.2822752,0.227661307,-0.208740394,-0.604248508,,421.29
421.3444439,0.222168138,-0.208740394,-0.609741676,,421.35
421.4061071,0.214233562,-0.20599381,-0.61248826,,421.41
421.4683005,0.230407891,-0.21667497,-0.615234844,,421.47
421.5322819,0.224914722,-0.211486978,-0.609741676,,421.54
421.5933169,0.214233562,-0.20599381,-0.609741676,,421.6
421.6560722,0.219421554,-0.222168138,-0.604248508,,421.66
421.7192646,0.21667497,-0.214233562,-0.593567347,,421.72
421.7801376,0.227661307,-0.214233562,-0.606995092,,421.79
421.8450882,0.227661307,-0.214233562,-0.593567347,,421.85
421.9080577,0.222168138,-0.203247225,-0.604248508,,421.91
421.9680401,0.238342467,-0.20599381,-0.609741676,,421.97
422.032102,0.222168138,-0.219421554,-0.606995092,,422.04
422.0941491,0.21667497,-0.208740394,-0.601501924,,422.1
422.1560731,0.224914722,-0.219421554,-0.601501924,,422.16
422.2185741,0.214233562,-0.208740394,-0.61248826,,422.22
422.2800872,0.21667497,-0.208740394,-0.606995092,,422.29
422.3421408,0.214233562,-0.211486978,-0.609741676,,422.35
422.4061456,0.227661307,-0.208740394,-0.596313932,,422.41
422.4670715,0.219421554,-0.222168138,-0.609741676,,422.47
422.5290211,0.222168138,-0.219421554,-0.593567347,,422.53
422.5924775,0.222168138,-0.208740394,-0.599060516,,422.6
422.6560904,0.230407891,-0.208740394,-0.617981429,,422.66
422.7161299,0.227661307,-0.208740394,-0.606995092,,422.72
422.7790523,0.219421554,-0.20599381,-0.620728013,,422.78
422.8412136,0.233154475,-0.214233562,-0.596313932,,422.85
422.9061235,0.214233562,-0.21667497,-0.601501924,,422.91
422.9682806,0.214233562,-0.200500641,-0.604248508,,422.97
423.0281478,0.230407891,-0.211486978,-0.620728013,,423.03
423.091084,0.211486978,-0.200500641,-0.596313932,,423.1
423.155263,0.224914722,-0.20599381,-0.601501924,,423.16
423.2172059,0.211486978,-0.21667497,-0.606995092,,423.22
423.279109,0.222168138,-0.214233562,-0.599060516,,423.28
423.3422643,0.208740394,-0.208740394,-0.604248508,,423.35
423.4031841,0.219421554,-0.214233562,-0.606995092,,423.41
423.4656318,0.214233562,-0.203247225,-0.601501924,,423.47
423.5281539,0.222168138,-0.195007473,-0.61248826,,423.53
423.5925279,0.203247225,-0.203247225,-0.590820763,,423.6
423.6532957,0.214233562,-0.20599381,-0.601501924,,423.66
423.7161376,0.214233562,-0.203247225,-0.601501924,,423.72
423.7771821,0.222168138,-0.208740394,-0.599060516,,423.78
423.8410955,0.222168138,-0.208740394,-0.615234844,,423.85
423.9042639,0.219421554,-0.195007473,-0.61248826,,423.91
423.9641404,0.203247225,-0.197754057,-0.620728013,,423.97
424.0291796,0.211486978,-0.200500641,-0.606995092,,424.03
424.0893159,0.233154475,-0.214233562,-0.599060516,,424.09
424.1511751,0.20599381,-0.197754057,-0.606995092,,424.16
424.2147572,0.219421554,-0.208740394,-0.606995092,,424.22
424.2761314,0.214233562,-0.214233562,-0.615234844,,424.28
424.3412017,0.211486978,-0.208740394,-0.606995092,,424.35
424.4012508,0.227661307,-0.208740394,-0.606995092,,424.41
424.4642161,0.203247225,-0.211486978,-0.606995092,,424.47
424.5263903,0.219421554,-0.20599381,-0.601501924,,424.53
424.5892325,0.219421554,-0.203247225,-0.623169421,,424.59
424.6534974,0.197754057,-0.195007473,-0.61248826,,424.66
424.71316,0.214233562,-0.20599381,-0.606995092,,424.72
424.77521,0.214233562,-0.214233562,-0.609741676,,424.78
424.8382405,0.230407891,-0.200500641,-0.606995092,,424.84
424.9001783,0.214233562,-0.21667497,-0.615234844,,424.91
424.9650779,0.222168138,-0.20599381,-0.620728013,,424.97
425.0264701,0.21667497,-0.214233562,-0.615234844,,425.03
425.0881481,0.20599381,-0.200500641,-0.601501924,,425.09
425.1522934,0.203247225,-0.20599381,-0.609741676,,425.16
425.2132575,0.219421554,-0.20599381,-0.599060516,,425.22
425.275218,0.214233562,-0.214233562,-0.606995092,,425.28
425.3371843,0.222168138,-0.211486978,-0.620728013,,425.34
425.3992668,0.222168138,-0.208740394,-0.609741676,,425.4
425.4645461,0.203247225,-0.214233562,-0.590820763,,425.47
425.525202,0.214233562,-0.197754057,-0.609741676,,425.53
425.5892062,0.227661307,-0.20599381,-0.601501924,,425.59
425.6524586,0.227661307,-0.208740394,-0.609741676,,425.66
425.7112049,0.20599381,-0.195007473,-0.601501924,,425.72
425.7750878,0.222168138,-0.214233562,-0.604248508,,425.78
425.8383005,0.214233562,-0.211486978,-0.609741676,,425.84
425.9003046,0.222168138,-0.200500641,-0.615234844,,425.91
425.9612337,0.227661307,-0.208740394,-0.61248826,,425.97
426.0254178,0.224914722,-0.219421554,-0.615234844,,426.03
426.0862154,0.214233562,-0.192260889,-0.599060516,,426.09
426.1489598,0.222168138,-0.208740394,-0.620728013,,426.15
426.2123232,0.203247225,-0.197754057,-0.599060516,,426.22
426.2735833,0.21667497,-0.197754057,-0.596313932,,426.28
426.3353238,0.21667497,-0.20599381,-0.617981429,,426.34
426.3983559,0.21667497,-0.20599381,-0.609741676,,426.4
426.4613367,0.222168138,-0.200500641,-0.604248508,,426.47
426.5252023,0.230407891,-0.208740394,-0.606995092,,426.53
426.5863485,0.222168138,-0.203247225,-0.620728013,,426.59
426.6472882,0.222168138,-0.197754057,-0.604248508,,426.65
426.7114672,0.21667497,-0.208740394,-0.604248508,,426.72
426.7724156,0.197754057,-0.20599381,-0.604248508,,426.78
426.8352998,0.214233562,-0.208740394,-0.606995092,,426.84
426.8974778,0.214233562,-0.203247225,-0.606995092,,426.9
426.9603829,0.214233562,-0.214233562,-0.609741676,,426.97
427.0244554,0.224914722,-0.20599381,-0.606995092,,427.03
427.0855737,0.214233562,-0.20599381,-0.606995092,,427.09
427.1472732,0.219421554,-0.211486978,-0.601501924,,427.15
427.2094502,0.224914722,-0.214233562,-0.604248508,,427.21
427.2733947,0.21667497,-0.20599381,-0.609741676,,427.28
427.3352959,0.222168138,-0.21667497,-0.596313932,,427.34
427.3965054,0.214233562,-0.214233562,-0.615234844,,427.4
427.4604627,0.21667497,-0.21667497,-0.606995092,,427.47
427.523277,0.219421554,-0.222168138,-0.609741676,,427.53
427.5841641,0.214233562,-0.200500641,-0.606995092,,427.59
427.6463168,0.227661307,-0.208740394,-0.606995092,,427.65
427.7083107,0.224914722,-0.200500641,-0.609741676,,427.71
427.7724297,0.219421554,-0.211486978,-0.596313932,,427.78
427.8337642,0.20599381,-0.203247225,-0.623169421,,427.84
427.8965111,0.208740394,-0.222168138,-0.606995092,,427.9
427.9583633,0.211486978,-0.197754057,-0.609741676,,427.96
428.022337,0.21667497,-0.214233562,-0.596313932,,428.03
428.0833751,0.208740394,-0.208740394,-0.61248826,,428.09
428.1458767,0.227661307,-0.208740394,-0.601501924,,428.15
428.2073475,0.233154475,-0.214233562,-0.604248508,,428.21
428.2715897,0.227661307,-0.203247225,-0.604248508,,428.28
428.3343889,0.214233562,-0.214233562,-0.604248508,,428.34
428.3943809,0.227661307,-0.208740394,-0.593567347,,428.4
428.4576474,0.219421554,-0.211486978,-0.599060516,,428.46
428.52138,0.219421554,-0.192260889,-0.61248826,,428.53
428.5823408,0.224914722,-0.200500641,-0.609741676,,428.59
428.6445297,0.227661307,-0.195007473,-0.617981429,,428.65
428.7083533,0.219421554,-0.208740394,-0.604248508,,428.71
428.7703373,0.230407891,-0.200500641,-0.606995092,,428.78
428.8313738,0.222168138,-0.203247225,-0.599060516,,428.84
428.8964614,0.20599381,-0.21667497,-0.604248508,,428.9
428.9583995,0.21667497,-0.222168138,-0.620728013,,428.96
429.0185932,0.227661307,-0.208740394,-0.599060516,,429.02
429.0821683,0.208740394,-0.208740394,-0.604248508,,429.09
429.1445448,0.214233562,-0.208740394,-0.615234844,,429.15
429.2066108,0.214233562,-0.195007473,-0.615234844,,429.21
429.2703729,0.227661307,-0.208740394,-0.604248508,,429.28
429.3313754,0.200500641,-0.211486978,-0.609741676,,429.34
429.394564,0.222168138,-0.208740394,-0.604248508,,429.4
429.4558126,0.208740394,-0.20599381,-0.609741676,,429.46
429.5184787,0.227661307,-0.197754057,-0.625916005,,429.52
429.5803729,0.222168138,-0.20599381,-0.615234844,,429.59
429.6445121,0.230407891,-0.20599381,-0.604248508,,429.65
429.7077712,0.224914722,-0.211486978,-0.606995092,,429.71
429.7684758,0.224914722,-0.20599381,-0.609741676,,429.77
429.8303796,0.219421554,-0.211486978,-0.604248508,,429.84
429.8925935,0.214233562,-0.214233562,-0.601501924,,429.9
429.9553664,0.208740394,-0.208740394,-0.606995092,,429.96
430.018684,0.224914722,-0.222168138,-0.61248826,,430.02
430.0793796,0.21667497,-0.208740394,-0.593567347,,430.08
430.1434989,0.233154475,-0.200500641,-0.61248826,,430.15
430.2064271,0.224914722,-0.197754057,-0.601501924,,430.21
430.2664707,0.211486978,-0.211486978,-0.609741676,,430.27
430.329614,0.233154475,-0.21667497,-0.604248508,,430.33
430.3916073,0.211486978,-0.211486978,-0.601501924,,430.4
430.4555428,0.224914722,-0.200500641,-0.61248826,,430.46
430.5164158,0.224914722,-0.208740394,-0.601501924,,430.52
430.5794011,0.224914722,-0.203247225,-0.61248826,,430.58
430.6435977,0.219421554,-0.214233562,-0.615234844,,430.65
430.7035063,0.224914722,-0.203247225,-0.601501924,,430.71
430.7665816,0.214233562,-0.214233562,-0.617981429,,430.77
430.8294139,0.227661307,-0.20599381,-0.604248508,,430.83
430.8914274,0.214233562,-0.208740394,-0.628662589,,430.9
430.9536499,0.214233562,-0.219421554,-0.609741676,,430.96
431.0156426,0.235901059,-0.184326313,-0.604248508,,431.02
431.0804255,0.214233562,-0.211486978,-0.599060516,,431.09
431.141522,0.21667497,-0.187072897,-0.604248508,,431.15
431.2027317,0.211486978,-0.214233562,-0.599060516,,431.21
431.2658206,0.224914722,-0.211486978,-0.615234844,,431.27
431.3294238,0.211486978,-0.203247225,-0.596313932,,431.33
431.3916201,0.222168138,-0.20599381,-0.609741676,,431.4
431.4535091,0.227661307,-0.20599381,-0.615234844,,431.46
431.5144851,0.227661307,-0.21667497,-0.606995092,,431.52
431.579437,0.230407891,-0.219421554,-0.617981429,,431.58
431.6406958,0.230407891,-0.211486978,-0.593567347,,431.65
431.7037965,0.224914722,-0.211486978,-0.604248508,,431.71
431.765504,0.211486978,-0.203247225,-0.604248508,,431.77
431.8264937,0.219421554,-0.222168138,-0.617981429,,431.83
431.8907455,0.222168138,-0.214233562,-0.606995092,,431.9
431.9528401,0.208740394,-0.20599381,-0.606995092,,431.96
432.0134453,0.211486978,-0.189819481,-0.609741676,,432.02
432.0784963,0.219421554,-0.195007473,-0.606995092,,432.08
432.1387288,0.21667497,-0.211486978,-0.599060516,,432.14
432.2035111,0.203247225,-0.211486978,-0.590820763,,432.21
432.2655095,0.227661307,-0.208740394,-0.617981429,,432.27
432.326706,0.227661307,-0.197754057,-0.596313932,,432.33
432.3886117,0.222168138,-0.211486978,-0.61248826,,432.39
432.4518767,0.224914722,-0.20599381,-0.606995092,,432.46
432.514996,0.219421554,-0.214233562,-0.609741676,,432.52
432.5774832,0.219421554,-0.214233562,-0.609741676,,432.58
432.6385745,0.21667497,-0.20599381,-0.606995092,,432.64
432.7026073,0.227661307,-0.187072897,-0.599060516,,432.71
432.7625348,0.200500641,-0.219421554,-0.596313932,,432.77
432.8257557,0.222168138,-0.197754057,-0.623169421,,432.83
432.8897218,0.224914722,-0.219421554,-0.620728013,,432.89
432.9525938,0.230407891,-0.208740394,-0.596313932,,432.96
433.0145742,0.227661307,-0.21667497,-0.606995092,,433.02
433.0745707,0.203247225,-0.192260889,-0.61248826,,433.08
433.1375008,0.214233562,-0.211486978,-0.606995092,,433.14
433.2018424,0.222168138,-0.208740394,-0.606995092,,433.21
433.2625681,0.214233562,-0.20599381,-0.606995092,,433.27
433.3246291,0.222168138,-0.208740394,-0.582581011,,433.33
433.3875094,0.214233562,-0.211486978,-0.615234844,,433.39
433.4518616,0.208740394,-0.214233562,-0.604248508,,433.46
433.5116887,0.219421554,-0.20599381,-0.620728013,,433.52
433.5747493,0.224914722,-0.203247225,-0.615234844,,433.58
433.6367179,0.20599381,-0.200500641,-0.606995092,,433.64
433.698784,0.224914722,-0.214233562,-0.606995092,,433.7
433.7617634,0.211486978,-0.219421554,-0.609741676,,433.77
433.8257041,0.214233562,-0.208740394,-0.623169421,,433.83
433.885555,0.211486978,-0.20599381,-0.606995092,,433.89
433.9484998,0.208740394,-0.211486978,-0.609741676,,433.95
434.0106906,0.21667497,-0.192260889,-0.604248508,,434.02
434.0760604,0.227661307,-0.211486978,-0.601501924,,434.08
434.1365444,0.214233562,-0.211486978,-0.604248508,,434.14
434.1983933,0.214233562,-0.192260889,-0.609741676,,434.2
434.2615777,0.219421554,-0.203247225,-0.604248508,,434.27
434.3249238,0.214233562,-0.21667497,-0.599060516,,434.33
434.3866531,0.211486978,-0.208740394,-0.609741676,,434.39
434.4487743,0.219421554,-0.20599381,-0.604248508,,434.45
434.516174,0.219421554,-0.20599381,-0.604248508,,434.52
434.5748763,0.222168138,-0.200500641,-0.599060516,,434.58
434.6365989,0.227661307,-0.214233562,-0.604248508,,434.64
434.6996714,0.235901059,-0.208740394,-0.620728013,,434.7
434.7596932,0.219421554,-0.211486978,-0.620728013,,434.76
434.8248064,0.214233562,-0.208740394,-0.606995092,,434.83
434.884688,0.227661307,-0.208740394,-0.606995092,,434.89
434.9465633,0.227661307,-0.233154475,-0.606995092,,434.95
435.0116076,0.21667497,-0.20599381,-0.617981429,,435.02
435.0716204,0.227661307,-0.203247225,-0.606995092,,435.08
435.1366537,0.224914722,-0.20599381,-0.620728013,,435.14
435.1965444,0.222168138,-0.20599381,-0.604248508,,435.2
435.2587377,0.224914722,-0.211486978,-0.609741676,,435.26
435.3222118,0.21667497,-0.208740394,-0.596313932,,435.33
435.3836383,0.219421554,-0.195007473,-0.599060516,,435.39
435.4466563,0.233154475,-0.214233562,-0.615234844,,435.45
435.5086078,0.230407891,-0.211486978,-0.609741676,,435.51
435.5707397,0.214233562,-0.200500641,-0.596313932,,435.58
435.6346765,0.227661307,-0.211486978,-0.609741676,,435.64
435.6956954,0.21667497,-0.200500641,-0.61248826,,435.7
435.7575973,0.208740394,-0.214233562,-0.625916005,,435.76
435.8206434,0.219421554,-0.208740394,-0.606995092,,435.83
435.8829475,0.222168138,-0.200500641,-0.628662589,,435.89
435.9468349,0.227661307,-0.195007473,-0.599060516,,435.95
436.0086409,0.214233562,-0.211486978,-0.596313932,,436.01
436.0716107,0.21667497,-0.214233562,-0.599060516,,436.08
436.1326069,0.214233562,-0.211486978,-0.604248508,,436.14
436.1966351,0.219421554,-0.20599381,-0.609741676,,436.2
436.2587268,0.214233562,-0.197754057,-0.596313932,,436.26
436.3196306,0.219421554,-0.208740394,-0.604248508,,436.32
436.3819411,0.219421554,-0.211486978,-0.609741676,,436.39
436.4466492,0.200500641,-0.197754057,-0.601501924,,436.45
436.5087127,0.219421554,-0.222168138,-0.601501924,,436.51
436.5687477,0.211486978,-0.211486978,-0.596313932,,436.57
436.6316136,0.224914722,-0.208740394,-0.599060516,,436.64
436.6936588,0.214233562,-0.214233562,-0.606995092,,436.7
436.7568134,0.222168138,-0.219421554,-0.596313932,,436.76
436.8206354,0.214233562,-0.214233562,-0.582581011,,436.83
436.8817829,0.224914722,-0.211486978,-0.606995092,,436.89
436.9438878,0.214233562,-0.21667497,-0.609741676,,436.95
437.0058224,0.222168138,-0.219421554,-0.588074179,,437.01
437.0689529,0.224914722,-0.21667497,-0.609741676,,437.07
437.1306694,0.208740394,-0.197754057,-0.615234844,,437.14
437.1938625,0.214233562,-0.208740394,-0.61248826,,437.2
437.2568567,0.211486978,-0.214233562,-0.601501924,,437.26
437.31873,0.227661307,-0.20599381,-0.604248508,,437.32
437.3806973,0.230407891,-0.227661307,-0.596313932,,437.39
437.4427698,0.224914722,-0.20599381,-0.593567347,,437.45
437.5057621,0.224914722,-0.203247225,-0.593567347,,437.51
437.5677836,0.214233562,-0.214233562,-0.609741676,,437.57
437.6307079,0.222168138,-0.200500641,-0.596313932,,437.64
437.6938654,0.21667497,-0.195007473,-0.601501924,,437.7
437.7549994,0.235901059,-0.208740394,-0.61248826,,437.76
437.8167306,0.219421554,-0.20599381,-0.601501924,,437.82
437.8797678,0.219421554,-0.20599381,-0.606995092,,437.88
437.9440838,0.222168138,-0.214233562,-0.620728013,,437.95
438.0152093,0.214233562,-0.208740394,-0.606995092,,438.02
438.0667265,0.227661307,-0.21667497,-0.623169421,,438.07
438.1309657,0.224914722,-0.21667497,-0.617981429,,438.14
438.1937515,0.21667497,-0.214233562,-0.623169421,,438.2
438.2569202,0.214233562,-0.203247225,-0.615234844,,438.26
438.3188538,0.219421554,-0.219421554,-0.609741676,,438.32
438.3799138,0.227661307,-0.208740394,-0.615234844,,438.38
438.4418795,0.211486978,-0.21667497,-0.615234844,,438.45
438.5057797,0.224914722,-0.219421554,-0.615234844,,438.51
438.5657412,0.219421554,-0.20599381,-0.601501924,,438.57
438.6307172,0.233154475,-0.20599381,-0.615234844,,438.64
438.6907476,0.214233562,-0.197754057,-0.601501924,,438.7
438.7539725,0.21667497,-0.21667497,-0.606995092,,438.76
438.8157928,0.21667497,-0.192260889,-0.604248508,,438.82
438.8787977,0.21667497,-0.21667497,-0.606995092,,438.88
438.9407463,0.219421554,-0.203247225,-0.604248508,,438.95
439.002934,0.222168138,-0.20599381,-0.617981429,,439.01
439.0662496,0.197754057,-0.21667497,-0.604248508,,439.07
439.1280767,0.235901059,-0.195007473,-0.590820763,,439.13
439.1908557,0.224914722,-0.214233562,-0.599060516,,439.2
439.2548291,0.208740394,-0.203247225,-0.61248826,,439.26
439.3148647,0.224914722,-0.200500641,-0.609741676,,439.32
439.3777515,0.219421554,-0.20599381,-0.599060516,,439.38
439.4418981,0.20599381,-0.192260889,-0.601501924,,439.45
439.5018775,0.20599381,-0.189819481,-0.617981429,,439.51
439.5647983,0.222168138,-0.208740394,-0.620728013,,439.57
439.6289041,0.21667497,-0.208740394,-0.617981429,,439.63
439.6888204,0.222168138,-0.20599381,-0.604248508,,439.69
439.7538368,0.227661307,-0.208740394,-0.606995092,,439.76
439.8148592,0.21667497,-0.20599381,-0.606995092,,439.82
439.8779728,0.227661307,-0.187072897,-0.606995092,,439.88
439.9408009,0.214233562,-0.208740394,-0.615234844,,439.95
440.0007643,0.214233562,-0.208740394,-0.617981429,,440.01
440.0639821,0.219421554,-0.211486978,-0.601501924,,440.07
440.1260151,0.214233562,-0.189819481,-0.606995092,,440.13
440.1887864,0.230407891,-0.203247225,-0.615234844,,440.19
440.2508236,0.208740394,-0.214233562,-0.61248826,,440.26
440.3130933,0.230407891,-0.189819481,-0.601501924,,440.32
440.3777742,0.230407891,-0.208740394,-0.604248508,,440.38
440.4387874,0.230407891,-0.211486978,-0.606995092,,440.44
440.5018974,0.224914722,-0.21667497,-0.609741676,,440.51
440.5628329,0.214233562,-0.20599381,-0.599060516,,440.57
440.6257867,0.214233562,-0.219421554,-0.61248826,,440.63
440.6878865,0.222168138,-0.219421554,-0.620728013,,440.69
440.7529692,0.224914722,-0.20599381,-0.593567347,,440.76
440.8117989,0.230407891,-0.211486978,-0.615234844,,440.82
440.8758878,0.203247225,-0.211486978,-0.606995092,,440.88
440.9380959,0.222168138,-0.197754057,-0.601501924,,440.94
441.0009259,0.219421554,-0.208740394,-0.599060516,,441.01
441.0619051,0.219421554,-0.21667497,-0.61248826,,441.07
441.1240401,0.214233562,-0.197754057,-0.601501924,,441.13
441.1888672,0.21667497,-0.208740394,-0.604248508,,441.19
441.2488371,0.219421554,-0.224914722,-0.617981429,,441.25
441.3137957,0.233154475,-0.214233562,-0.609741676,,441.32
441.3748515,0.219421554,-0.197754057,-0.615234844,,441.38
441.4368977,0.219421554,-0.208740394,-0.615234844,,441.44
441.5009615,0.227661307,-0.219421554,-0.609741676,,441.51
441.5610818,0.224914722,-0.195007473,-0.606995092,,441.57
441.6244172,0.211486978,-0.197754057,-0.604248508,,441.63
441.6869609,0.21667497,-0.208740394,-0.61248826,,441.69
441.7488698,0.224914722,-0.195007473,-0.61248826,,441.75
441.8129253,0.21667497,-0.20599381,-0.601501924,,441.82
441.8752405,0.224914722,-0.192260889,-0.620728013,,441.88
441.9372681,0.195007473,-0.20599381,-0.61248826,,441.94
442.0010141,0.233154475,-0.197754057,-0.604248508,,442.01
442.0600471,0.214233562,-0.187072897,-0.61248826,,442.07
442.124872,0.219421554,-0.20599381,-0.61248826,,442.13
442.1849358,0.211486978,-0.203247225,-0.596313932,,442.19
442.2478945,0.208740394,-0.195007473,-0.601501924,,442.25
442.3108932,0.21667497,-0.211486978,-0.601501924,,442.32
442.3719711,0.224914722,-0.20599381,-0.599060516,,442.38
442.4349714,0.227661307,-0.214233562,-0.609741676,,442.44
442.4969002,0.222168138,-0.219421554,-0.61248826,,442.5
442.560999,0.21667497,-0.181579728,-0.606995092,,442.57
442.6241405,0.224914722,-0.20599381,-0.609741676,,442.63
442.6841016,0.230407891,-0.200500641,-0.599060516,,442.69
442.7489182,0.219421554,-0.219421554,-0.617981429,,442.75
442.8109294,0.219421554,-0.21667497,-0.606995092,,442.82
442.8741494,0.21667497,-0.195007473,-0.620728013,,442.88
442.9341629,0.21667497,-0.21667497,-0.604248508,,442.94
442.9959095,0.214233562,-0.211486978,-0.609741676,,443
443.0591305,0.211486978,-0.21667497,-0.606995092,,443.06
443.1221594,0.20599381,-0.208740394,-0.617981429,,443.13
443.1840939,0.222168138,-0.214233562,-0.606995092,,443.19
443.2479076,0.211486978,-0.187072897,-0.61248826,,443.25
443.307914,0.230407891,-0.214233562,-0.620728013,,443.31
443.3729127,0.224914722,-0.203247225,-0.606995092,,443.38
443.4340866,0.21667497,-0.208740394,-0.601501924,,443.44
443.4979243,0.203247225,-0.197754057,-0.609741676,,443.5
443.5591215,0.230407891,-0.20599381,-0.609741676,,443.56
443.6201289,0.227661307,-0.208740394,-0.625916005,,443.63
443.6834737,0.214233562,-0.214233562,-0.61248826,,443.69
443.7451308,0.227661307,-0.20599381,-0.601501924,,443.75
443.8079583,0.222168138,-0.20599381,-0.609741676,,443.81
443.8730875,0.214233562,-0.211486978,-0.599060516,,443.88
443.9319467,0.227661307,-0.197754057,-0.599060516,,443.94
443.995143,0.224914722,-0.195007473,-0.606995092,,444
444.0581667,0.20599381,-0.20599381,-0.623169421,,444.06
444.1190455,0.214233562,-0.195007473,-0.601501924,,444.12
444.1828576,0.21667497,-0.203247225,-0.615234844,,444.19
444.2451007,0.222168138,-0.192260889,-0.604248508,,444.25
444.3079602,0.211486978,-0.208740394,-0.609741676,,444.31
444.3689563,0.222168138,-0.219421554,-0.604248508,,444.37
444.4310179,0.21667497,-0.203247225,-0.615234844,,444.44
444.4959717,0.21667497,-0.211486978,-0.601501924,,444.5
444.5580683,0.208740394,-0.20599381,-0.623169421,,444.56
444.6189749,0.21667497,-0.219421554,-0.604248508,,444.62
444.6809704,0.214233562,-0.20599381,-0.593567347,,444.69
444.7439839,0.227661307,-0.21667497,-0.61248826,,444.75
444.8060573,0.227661307,-0.211486978,-0.601501924,,444.81
444.8690535,0.21667497,-0.200500641,-0.606995092,,444.87
444.9324868,0.21667497,-0.20599381,-0.625916005,,444.94
444.9950304,0.214233562,-0.21667497,-0.596313932,,445
445.0571542,0.230407891,-0.21667497,-0.601501924,,445.06
445.1180108,0.21667497,-0.208740394,-0.609741676,,445.12
445.180033,0.21667497,-0.20599381,-0.599060516,,445.19
445.2432305,0.219421554,-0.21667497,-0.61248826,,445.25
445.3050192,0.214233562,-0.195007473,-0.599060516,,445.31
445.3670127,0.222168138,-0.208740394,-0.601501924,,445.37
445.4300179,0.214233562,-0.214233562,-0.596313932,,445.44
445.4922183,0.214233562,-0.200500641,-0.617981429,,445.5
445.556101,0.224914722,-0.200500641,-0.609741676,,445.56
445.617175,0.21667497,-0.20599381,-0.609741676,,445.62
445.6792004,0.219421554,-0.21667497,-0.606995092,,445.68
445.7451539,0.208740394,-0.214233562,-0.601501924,,445.75
445.8040532,0.222168138,-0.211486978,-0.599060516,,445.81
445.8680131,0.21667497,-0.20599381,-0.604248508,,445.87
445.9302584,0.230407891,-0.219421554,-0.617981429,,445.94
445.992304,0.211486978,-0.195007473,-0.599060516,,446
446.0540759,0.214233562,-0.203247225,-0.620728013,,446.06
446.1160342,0.21667497,-0.208740394,-0.609741676,,446.12
446.1810512,0.219421554,-0.200500641,-0.604248508,,446.19
446.2423777,0.214233562,-0.208740394,-0.609741676,,446.25
446.304175,0.224914722,-0.214233562,-0.620728013,,446.31
446.3670471,0.222168138,-0.20599381,-0.606995092,,446.37
446.42916,0.227661307,-0.200500641,-0.604248508,,446.43
446.4931151,0.230407891,-0.211486978,-0.609741676,,446.5
446.5550718,0.200500641,-0.20599381,-0.609741676,,446.56
446.6151048,0.227661307,-0.20599381,-0.601501924,,446.62
446.6811131,0.233154475,-0.208740394,-0.599060516,,446.69
446.7412882,0.214233562,-0.208740394,-0.606995092,,446.75
446.8050737,0.224914722,-0.222168138,-0.61248826,,446.81
446.8656567,0.211486978,-0.211486978,-0.617981429,,446.87
446.9271532,0.233154475,-0.224914722,-0.606995092,,446.93
446.9923585,0.230407891,-0.21667497,-0.593567347,,447
447.0520836,0.219421554,-0.211486978,-0.604248508,,447.06
447.11571,0.214233562,-0.211486978,-0.61248826,,447.12
447.1772549,0.21667497,-0.219421554,-0.609741676,,447.18
447.2402161,0.21667497,-0.208740394,-0.615234844,,447.25
447.3031808,0.214233562,-0.20599381,-0.596313932,,447.31
447.3641352,0.222168138,-0.203247225,-0.601501924,,447.37
447.429159,0.21667497,-0.21667497,-0.620728013,,447.43
447.490116,0.214233562,-0.20599381,-0.606995092,,447.5
447.5522298,0.21667497,-0.200500641,-0.604248508,,447.56
447.6141497,0.208740394,-0.20599381,-0.620728013,,447.62
447.6770903,0.214233562,-0.20599381,-0.604248508,,447.68
447.7401346,0.208740394,-0.20599381,-0.61248826,,447.75
447.8021343,0.224914722,-0.20599381,-0.604248508,,447.81
447.8631012,0.21667497,-0.208740394,-0.599060516,,447.87
447.9261506,0.219421554,-0.214233562,-0.615234844,,447.93
447.9901936,0.224914722,-0.203247225,-0.615234844,,448
448.0501051,0.219421554,-0.208740394,-0.599060516,,448.06
448.1134572,0.224914722,-0.200500641,-0.604248508,,448.12
448.1753969,0.219421554,-0.20599381,-0.606995092,,448.18
448.2383212,0.224914722,-0.211486978,-0.606995092,,448.24
448.3001407,0.208740394,-0.219421554,-0.601501924,,448.31
448.3632122,0.20599381,-0.203247225,-0.601501924,,448.37
448.4273985,0.227661307,-0.20599381,-0.599060516,,448.43
448.4885066,0.211486978,-0.211486978,-0.615234844,,448.49
448.5503754,0.219421554,-0.208740394,-0.606995092,,448.56
448.6121792,0.224914722,-0.195007473,-0.604248508,,448.62
